method,backbone_id,seed_left,seed_right,seed_pair_identity_pct,seed_pair_diversity_pct
base,0298,42,44,63.306451612903224,36.693548387096776
base,0298,43,44,64.51612903225806,35.483870967741936
base,0312,42,43,69.80198019801979,30.1980198019802
base,0312,42,44,65.84158415841584,34.15841584158416
base,0312,43,44,69.3069306930693,30.6930693069307
base,0321,42,43,72.09302325581395,27.906976744186053
base,0321,42,44,69.18604651162791,30.813953488372093
base,0321,43,44,73.83720930232558,26.16279069767442
base,0356,42,43,61.53846153846154,38.46153846153846
base,0356,42,44,65.49450549450549,34.505494505494504
base,0356,43,44,66.37362637362637,33.62637362637363
base,0358,42,43,67.88079470198676,32.11920529801324
base,0358,42,44,75.49668874172185,24.50331125827815
base,0358,43,44,71.19205298013244,28.80794701986755
base,0369,42,43,76.84210526315789,23.15789473684211
base,0369,42,44,80.7017543859649,19.298245614035093
base,0369,43,44,75.78947368421053,24.210526315789473
base,0370,42,43,63.96396396396396,36.03603603603604
base,0370,42,44,68.01801801801803,31.981981981981978
base,0370,43,44,69.81981981981981,30.180180180180184
base,0376,42,43,69.23076923076923,30.76923076923077
base,0376,42,44,67.80626780626781,32.193732193732195
base,0376,43,44,70.08547008547008,29.91452991452992
base,0384,42,43,55.118110236220474,44.881889763779526
base,0384,42,44,53.54330708661418,46.45669291338582
base,0384,43,44,66.92913385826772,33.07086614173228
base,0391,42,43,65.59633027522935,34.403669724770644
base,0391,42,44,74.31192660550458,25.688073394495415
base,0391,43,44,66.05504587155964,33.944954128440365
base,0398,42,43,75.32894736842105,24.67105263157895
base,0398,42,44,73.68421052631578,26.315789473684216
base,0398,43,44,75.6578947368421,24.342105263157897
base,0410,42,43,70.57471264367817,29.42528735632184
base,0410,42,44,73.79310344827587,26.206896551724135
base,0410,43,44,72.183908045977,27.816091954022994
base,0413,42,43,75.98944591029023,24.010554089709768
base,0413,42,44,75.06596306068602,24.934036939313987
base,0413,43,44,76.12137203166228,23.878627968337728
base,0415,42,43,72.91666666666666,27.083333333333336
base,0415,42,44,71.875,28.125
base,0415,43,44,70.13888888888889,29.861111111111114
base,0424,42,43,70.06622516556291,29.933774834437088
base,0424,42,44,72.45033112582782,27.549668874172184
base,0424,43,44,68.74172185430464,31.25827814569536
base,0428,42,43,73.83966244725738,26.160337552742618
base,0428,42,44,72.57383966244726,27.42616033755274
base,0428,43,44,71.30801687763713,28.691983122362874
base,0450,42,43,78.8659793814433,21.134020618556704
base,0450,42,44,77.83505154639175,22.164948453608247
base,0450,43,44,73.19587628865979,26.80412371134021
base,0455,42,43,71.03448275862068,28.965517241379313
base,0455,42,44,66.89655172413794,33.10344827586207
base,0455,43,44,70.34482758620689,29.655172413793107
base,0457,42,43,72.42178447276942,27.578215527230586
base,0457,42,44,72.19003476245655,27.809965237543455
base,0457,43,44,74.15990730011588,25.84009269988412
base,0462,42,43,79.2887029288703,20.711297071129707
base,0462,42,44,78.8702928870293,21.129707112970706
base,0462,43,44,77.82426778242679,22.17573221757322
base,0471,42,43,52.63157894736842,47.36842105263158
base,0471,42,44,61.65413533834586,38.34586466165414
base,0471,43,44,47.368421052631575,52.63157894736843
base,0475,42,43,73.63636363636363,26.363636363636367
base,0475,42,44,56.36363636363636,43.63636363636364
base,0475,43,44,60.909090909090914,39.090909090909086
base,0497,42,43,70.87087087087087,29.129129129129126
base,0497,42,44,70.57057057057057,29.429429429429433
base,0497,43,44,73.27327327327328,26.726726726726724
base,0512,42,43,73.20490367775831,26.795096322241683
base,0512,42,44,75.30647985989492,24.693520140105075
base,0512,43,44,70.2276707530648,29.772329246935204
base,0513,42,43,72.61538461538461,27.384615384615387
base,0513,42,44,75.53846153846155,24.461538461538456
base,0513,43,44,73.84615384615385,26.15384615384615
base,0556,42,43,65.625,34.375
base,0556,42,44,65.625,34.375
base,0556,43,44,68.75,31.25
base,0563,42,43,74.69050894085282,25.30949105914718
base,0563,42,44,76.89133425034387,23.108665749656122
base,0563,43,44,75.10316368638239,24.89683631361761
base,0615,42,43,78.24561403508771,21.75438596491228
base,0615,42,44,77.89473684210526,22.10526315789474
base,0615,43,44,81.40350877192982,18.596491228070178
base,0626,42,43,79.957805907173,20.042194092827003
base,0626,42,44,77.63713080168776,22.36286919831224
base,0626,43,44,77.84810126582279,22.151898734177212
base,0641,42,43,68.12977099236642,31.87022900763359
base,0641,42,44,65.2671755725191,34.732824427480914
base,0641,43,44,67.17557251908397,32.82442748091603
base,0646,42,43,78.18181818181819,21.818181818181813
