method,backbone_id,seed_left,seed_right,seed_pair_identity_pct,seed_pair_diversity_pct
base,5464,42,43,65.5,34.5
base,5464,42,44,76.0,24.0
base,5464,43,44,65.5,34.5
base,5496,42,43,70.89201877934272,29.107981220657276
base,5496,42,44,76.05633802816901,23.943661971830988
base,5496,43,44,76.99530516431925,23.004694835680752
base,5543,42,43,75.64575645756457,24.354243542435427
base,5543,42,44,74.53874538745387,25.461254612546124
base,5543,43,44,75.64575645756457,24.354243542435427
base,5545,42,43,78.88040712468194,21.119592875318062
base,5545,42,44,76.08142493638677,23.918575063613233
base,5545,43,44,77.60814249363868,22.391857506361323
base,5550,42,43,60.447761194029844,39.552238805970156
base,5550,42,44,70.1492537313433,29.850746268656714
base,5550,43,44,59.70149253731343,40.29850746268657
base,5594,42,43,76.878612716763,23.121387283236995
base,5594,42,44,77.45664739884393,22.543352601156073
base,5594,43,44,72.83236994219652,27.16763005780347
base,5604,42,43,75.19685039370079,24.803149606299215
base,5604,42,44,63.38582677165354,36.61417322834646
base,5604,43,44,70.07874015748031,29.92125984251969
base,5605,42,43,76.657824933687,23.342175066312997
base,5605,42,44,78.51458885941645,21.485411140583555
base,5605,43,44,76.92307692307693,23.076923076923073
base,5633,42,43,64.83516483516483,35.16483516483516
base,5633,42,44,65.56776556776556,34.43223443223443
base,5633,43,44,54.94505494505495,45.05494505494505
base,5641,42,43,68.75,31.25
base,5641,42,44,75.0,25.0
base,5641,43,44,73.09782608695652,26.90217391304348
base,5653,42,43,73.70370370370371,26.296296296296294
base,5653,42,44,72.5925925925926,27.4074074074074
base,5653,43,44,65.92592592592592,34.074074074074076
base,5669,42,43,76.23762376237624,23.762376237623762
base,5669,42,44,75.24752475247524,24.752475247524753
base,5669,43,44,73.66336633663366,26.33663366336634
base,5674,42,43,74.5958429561201,25.404157043879906
base,5674,42,44,72.40184757505773,27.598152424942267
base,5674,43,44,75.86605080831409,24.13394919168591
base,5697,42,43,70.54176072234763,29.458239277652364
base,5697,42,44,69.97742663656885,30.02257336343115
base,5697,43,44,66.70428893905192,33.295711060948086
base,5705,42,43,62.857142857142854,37.142857142857146
base,5705,42,44,73.57142857142858,26.428571428571423
base,5705,43,44,75.71428571428571,24.28571428571429
base,5711,42,43,55.613126079447326,44.386873920552674
base,5711,42,44,61.13989637305699,38.86010362694301
base,5711,43,44,54.0587219343696,45.9412780656304
base,5713,42,43,83.01886792452831,16.981132075471695
base,5713,42,44,81.13207547169812,18.867924528301884
base,5713,43,44,94.33962264150944,5.660377358490565
base,5714,42,43,73.95833333333334,26.041666666666664
base,5714,42,44,57.8125,42.1875
base,5714,43,44,61.458333333333336,38.541666666666664
base,5717,42,43,75.5223880597015,24.477611940298505
base,5717,42,44,64.77611940298507,35.223880597014926
base,5717,43,44,71.34328358208955,28.656716417910445
base,5720,42,43,74.82185273159145,25.178147268408544
base,5720,42,44,75.77197149643705,24.22802850356295
base,5720,43,44,73.87173396674585,26.128266033254157
base,5750,42,43,72.65625,27.34375
base,5750,42,44,67.96875,32.03125
base,5750,43,44,57.03125,42.96875
base,5755,42,43,73.36343115124153,26.63656884875847
base,5755,42,44,68.84875846501129,31.151241534988717
base,5755,43,44,69.75169300225733,30.24830699774267
base,5821,42,43,78.4543325526932,21.545667447306794
base,5821,42,44,76.34660421545667,23.653395784543328
base,5821,43,44,77.75175644028103,22.248243559718972
base,5826,42,43,67.3202614379085,32.6797385620915
base,5826,42,44,76.47058823529412,23.529411764705888
base,5826,43,44,64.05228758169935,35.94771241830066
base,5827,42,43,74.21383647798741,25.786163522012583
base,5827,42,44,75.05241090146751,24.947589098532497
base,5827,43,44,72.95597484276729,27.04402515723271
base,5842,42,43,74.83870967741936,25.161290322580644
base,5842,42,44,81.29032258064515,18.709677419354843
base,5842,43,44,75.48387096774194,24.51612903225806
base,5843,42,43,58.91583452211127,41.08416547788873
base,5843,42,44,60.770328102710415,39.229671897289585
base,5843,43,44,66.33380884450784,33.66619115549215
base,5844,42,43,67.49435665914221,32.505643340857794
base,5844,42,44,70.8803611738149,29.119638826185103
base,5844,43,44,73.81489841986456,26.185101580135438
base,5865,42,43,63.44086021505376,36.55913978494624
base,5865,42,44,65.59139784946237,34.40860215053764
base,5865,43,44,67.56272401433692,32.437275985663085
base,5873,42,43,66.7065868263473,33.293413173652695
base,5873,42,44,66.10778443113773,33.89221556886227
base,5873,43,44,61.31736526946108,38.68263473053892
base,5874,42,43,76.59574468085107,23.404255319148938
base,5874,42,44,69.14893617021278,30.85106382978723
base,5874,43,44,71.63120567375887,28.36879432624113
base,5876,42,43,77.91044776119404,22.089552238805965
base,5876,42,44,72.23880597014926,27.761194029850746
base,5876,43,44,72.53731343283583,27.462686567164173
base,5877,42,43,64.42307692307693,35.57692307692307
base,5877,42,44,64.90384615384616,35.09615384615385
base,5877,43,44,62.5,37.5
base,5904,42,43,74.9367088607595,25.063291139240505
base,5904,42,44,76.70886075949367,23.291139240506332
base,5904,43,44,78.73417721518987,21.26582278481013
base,5937,42,43,71.45242070116862,28.547579298831383
base,5937,42,44,69.1151919866444,30.884808013355592
base,5937,43,44,71.95325542570951,28.046744574290482
base,5963,42,43,40.56603773584906,59.43396226415094
base,5963,42,44,61.32075471698113,38.67924528301887
base,5963,43,44,39.62264150943396,60.37735849056604
base,5965,42,43,80.32786885245902,19.672131147540984
base,5965,42,44,79.50819672131148,20.491803278688526
base,5965,43,44,81.9672131147541,18.032786885245898
base,5966,42,43,74.58563535911603,25.41436464088398
base,5966,42,44,79.55801104972376,20.441988950276247
base,5966,43,44,70.71823204419888,29.281767955801108
base,5967,42,43,42.60731319554849,57.39268680445151
base,5967,42,44,51.35135135135135,48.64864864864865
base,5967,43,44,58.34658187599364,41.65341812400636
base,5988,42,43,78.10457516339869,21.895424836601308
base,5988,42,44,77.77777777777779,22.22222222222222
base,5988,43,44,75.81699346405229,24.183006535947715
base,5991,42,43,62.5,37.5
base,5991,42,44,52.85714285714286,47.14285714285714
base,5991,43,44,58.92857142857143,41.07142857142857
base,6013,42,43,82.23140495867769,17.76859504132231
base,6013,42,44,74.79338842975206,25.20661157024794
base,6013,43,44,76.44628099173553,23.553719008264462
base,6030,42,43,72.32323232323232,27.67676767676768
base,6030,42,44,71.71717171717171,28.282828282828287
base,6030,43,44,71.11111111111111,28.888888888888886
base,6037,42,43,71.15839243498819,28.841607565011817
base,6037,42,44,75.41371158392435,24.586288416075654
base,6037,43,44,68.79432624113475,31.20567375886525
base,6038,42,43,73.53689567430025,26.46310432569975
base,6038,42,44,74.30025445292621,25.699745547073793
base,6038,43,44,73.2824427480916,26.717557251908396
base,6075,42,43,55.77299412915851,44.22700587084149
base,6075,42,44,62.426614481409004,37.573385518590996
base,6075,43,44,62.230919765166334,37.769080234833666
base,6080,42,43,68.11224489795919,31.887755102040817
base,6080,42,44,67.09183673469387,32.90816326530612
base,6080,43,44,70.40816326530613,29.591836734693878
base,6086,42,43,72.68041237113401,27.319587628865982
base,6086,42,44,64.43298969072166,35.567010309278345
base,6086,43,44,69.3298969072165,30.670103092783506
base,6087,42,43,63.868613138686136,36.131386861313864
base,6087,42,44,58.02919708029197,41.97080291970803
base,6087,43,44,63.503649635036496,36.496350364963504
base,6103,42,43,78.00586510263929,21.994134897360706
base,6103,42,44,78.00586510263929,21.994134897360706
base,6103,43,44,77.41935483870968,22.580645161290324
base,6104,42,43,64.9164677804296,35.0835322195704
base,6104,42,44,68.97374701670644,31.026252983293556
base,6104,43,44,70.16706443914082,29.832935560859188
base,6116,42,43,64.52830188679245,35.47169811320755
base,6116,42,44,76.22641509433963,23.77358490566037
base,6116,43,44,57.35849056603774,42.64150943396226
base,6181,42,43,60.82725060827251,39.17274939172749
base,6181,42,44,68.3698296836983,31.630170316301697
base,6181,43,44,65.45012165450122,34.54987834549878
base,6182,42,43,65.04065040650406,34.959349593495936
base,6182,42,44,60.97560975609756,39.02439024390244
base,6182,43,44,64.22764227642277,35.77235772357723
base,6193,42,43,74.5042492917847,25.495750708215294
base,6193,42,44,75.07082152974505,24.929178470254953
base,6193,43,44,77.33711048158641,22.6628895184136
base,6194,42,43,60.71428571428571,39.28571428571429
base,6194,42,44,71.42857142857143,28.57142857142857
base,6194,43,44,73.21428571428571,26.785714285714292
base,6204,42,43,66.40316205533597,33.596837944664024
base,6204,42,44,65.21739130434783,34.78260869565217
base,6204,43,44,71.54150197628458,28.458498023715418
base,6207,42,43,61.41304347826087,38.58695652173913
base,6207,42,44,55.434782608695656,44.565217391304344
base,6207,43,44,59.78260869565217,40.21739130434783
base,6209,42,43,73.48927875243665,26.510721247563353
base,6209,42,44,71.34502923976608,28.654970760233923
base,6209,43,44,70.76023391812866,29.239766081871345
base,6212,42,43,74.05498281786942,25.94501718213058
base,6212,42,44,72.16494845360825,27.835051546391753
base,6212,43,44,76.97594501718214,23.024054982817866
base,6214,42,43,31.88405797101449,68.11594202898551
base,6214,42,44,71.73913043478261,28.260869565217394
base,6214,43,44,34.05797101449276,65.94202898550725
base,6231,42,43,73.4375,26.5625
base,6231,42,44,77.60416666666666,22.395833333333336
base,6231,43,44,80.20833333333334,19.791666666666664
base,6264,42,43,67.63157894736842,32.36842105263158
base,6264,42,44,63.421052631578945,36.578947368421055
base,6264,43,44,65.52631578947368,34.473684210526315
base,6273,42,43,58.06451612903226,41.93548387096774
base,6273,42,44,62.903225806451616,37.096774193548384
base,6273,43,44,87.09677419354838,12.903225806451612
base,6310,42,43,65.4639175257732,34.5360824742268
base,6310,42,44,58.24742268041238,41.75257731958762
base,6310,43,44,66.49484536082474,33.50515463917526
base,6322,42,43,71.31782945736434,28.682170542635653
base,6322,42,44,69.76744186046511,30.23255813953488
base,6322,43,44,67.44186046511628,32.55813953488372
base,6324,42,43,73.68421052631578,26.315789473684216
base,6324,42,44,71.34502923976608,28.654970760233923
base,6324,43,44,67.83625730994152,32.163742690058484
base,6335,42,43,71.77700348432056,28.222996515679444
base,6335,42,44,77.35191637630662,22.64808362369338
base,6335,43,44,68.29268292682927,31.707317073170728
base,6355,42,43,75.34883720930232,24.65116279069768
base,6355,42,44,74.88372093023256,25.116279069767444
base,6355,43,44,74.65116279069768,25.34883720930232
base,6380,42,43,72.91666666666666,27.083333333333336
base,6380,42,44,75.69444444444444,24.305555555555557
base,6380,43,44,72.91666666666666,27.083333333333336
base,6388,42,43,79.53367875647669,20.46632124352331
base,6388,42,44,80.56994818652849,19.430051813471504
base,6388,43,44,80.56994818652849,19.430051813471504
base,6394,42,43,77.11864406779661,22.881355932203384
base,6394,42,44,77.96610169491525,22.033898305084744
base,6394,43,44,82.20338983050848,17.796610169491522
base,6413,42,43,73.96694214876032,26.033057851239672
base,6413,42,44,74.79338842975206,25.20661157024794
base,6413,43,44,80.16528925619835,19.834710743801654
base,6422,42,43,70.89262613195343,29.107373868046572
base,6422,42,44,72.1862871927555,27.813712807244507
base,6422,43,44,75.29107373868047,24.70892626131953
base,6431,42,43,57.95053003533569,42.04946996466431
base,6431,42,44,53.71024734982333,46.28975265017667
base,6431,43,44,62.19081272084806,37.80918727915194
base,6442,42,43,69.20980926430518,30.79019073569482
base,6442,42,44,71.38964577656675,28.610354223433244
base,6442,43,44,68.66485013623979,31.335149863760215
base,6468,42,43,76.2114537444934,23.788546255506603
base,6468,42,44,69.16299559471366,30.83700440528634
base,6468,43,44,73.568281938326,26.431718061674005
base,6473,42,43,73.65269461077844,26.347305389221553
base,6473,42,44,73.65269461077844,26.347305389221553
base,6473,43,44,69.46107784431138,30.53892215568862
base,6474,42,43,74.45887445887446,25.541125541125542
base,6474,42,44,74.89177489177489,25.108225108225113
base,6474,43,44,74.45887445887446,25.541125541125542
base,6482,42,43,52.0,48.0
base,6482,42,44,80.0,19.999999999999996
base,6482,43,44,42.66666666666667,57.33333333333333
base,6488,42,43,74.0053050397878,25.994694960212207
base,6488,42,44,72.67904509283821,27.3209549071618
base,6488,43,44,72.94429708222812,27.055702917771885
base,6506,42,43,69.27710843373494,30.722891566265066
base,6506,42,44,64.45783132530121,35.54216867469879
base,6506,43,44,68.67469879518072,31.32530120481928
base,6514,42,43,76.30434782608695,23.69565217391304
base,6514,42,44,77.6086956521739,22.39130434782609
base,6514,43,44,75.65217391304347,24.347826086956527
base,6520,42,43,67.71929824561404,32.280701754385966
base,6520,42,44,61.75438596491228,38.24561403508772
base,6520,43,44,62.4561403508772,37.5438596491228
base,6525,42,43,73.67624810892586,26.32375189107413
base,6525,42,44,74.88653555219365,25.113464447806354
base,6525,43,44,72.76853252647504,27.23146747352496
base,6539,42,43,70.93153759820426,29.068462401795735
base,6539,42,44,74.74747474747475,25.25252525252525
base,6539,43,44,71.49270482603815,28.507295173961843
base,6553,42,43,71.02803738317756,28.971962616822434
base,6553,42,44,67.601246105919,32.398753894081
base,6553,43,44,68.84735202492212,31.152647975077883
base,6562,42,43,77.14285714285715,22.857142857142854
base,6562,42,44,48.57142857142857,51.42857142857142
base,6562,43,44,49.142857142857146,50.857142857142854
base,6591,42,43,80.9748427672956,19.025157232704405
base,6591,42,44,81.44654088050315,18.55345911949685
base,6591,43,44,80.9748427672956,19.025157232704405
base,6612,42,43,76.11940298507463,23.880597014925375
base,6612,42,44,75.3731343283582,24.626865671641795
base,6612,43,44,77.98507462686567,22.014925373134332
base,6620,42,43,57.798165137614674,42.201834862385326
base,6620,42,44,49.54128440366973,50.45871559633027
base,6620,43,44,47.706422018348626,52.293577981651374
base,6629,42,43,61.111111111111114,38.888888888888886
base,6629,42,44,68.88888888888889,31.11111111111111
base,6629,43,44,66.66666666666666,33.333333333333336
base,6642,42,43,70.05076142131979,29.949238578680205
base,6642,42,44,70.05076142131979,29.949238578680205
base,6642,43,44,74.11167512690355,25.888324873096447
base,6649,42,43,56.75675675675676,43.24324324324324
base,6649,42,44,51.35135135135135,48.64864864864865
base,6649,43,44,69.36936936936937,30.630630630630627
base,6652,42,43,66.37554585152839,33.624454148471614
base,6652,42,44,64.48326055312955,35.516739446870446
base,6652,43,44,69.5778748180495,30.42212518195051
base,6665,42,43,63.02367941712204,36.97632058287796
base,6665,42,44,58.46994535519126,41.53005464480874
base,6665,43,44,70.67395264116576,29.326047358834238
base,6666,42,43,77.82515991471215,22.17484008528785
base,6666,42,44,80.17057569296375,19.82942430703625
base,6666,43,44,74.4136460554371,25.5863539445629
base,6673,42,43,71.3953488372093,28.604651162790695
base,6673,42,44,65.81395348837209,34.18604651162791
base,6673,43,44,70.0,30.000000000000004
base,6676,42,43,77.59103641456583,22.408963585434172
base,6676,42,44,78.15126050420169,21.84873949579832
base,6676,43,44,75.35014005602241,24.649859943977592
base,6689,42,43,79.56204379562044,20.43795620437956
base,6689,42,44,76.64233576642336,23.357664233576646
base,6689,43,44,74.45255474452554,25.547445255474454
base,6723,42,43,77.95698924731182,22.043010752688176
base,6723,42,44,81.18279569892472,18.817204301075275
base,6723,43,44,79.03225806451613,20.967741935483875
base,6743,42,43,63.90977443609023,36.09022556390977
base,6743,42,44,66.54135338345864,33.45864661654135
base,6743,43,44,64.28571428571429,35.71428571428571
base,6745,42,43,68.01801801801803,31.981981981981978
base,6745,42,44,66.21621621621621,33.78378378378378
base,6745,43,44,58.55855855855856,41.44144144144144
base,6766,42,43,64.86486486486487,35.13513513513513
base,6766,42,44,71.89189189189189,28.10810810810811
base,6766,43,44,67.02702702702703,32.97297297297297
base,6770,42,43,68.3385579937304,31.661442006269592
base,6770,42,44,75.54858934169279,24.451410658307214
base,6770,43,44,66.30094043887146,33.69905956112853
base,6803,42,43,75.89803012746235,24.101969872537655
base,6803,42,44,76.59327925840093,23.406720741599074
base,6803,43,44,74.85515643105445,25.14484356894554
base,6819,42,43,66.2775616083009,33.72243839169909
base,6819,42,44,63.94293125810635,36.05706874189365
base,6819,43,44,71.98443579766537,28.01556420233463
base,6837,42,43,63.559322033898304,36.440677966101696
base,6837,42,44,61.016949152542374,38.983050847457626
base,6837,43,44,68.64406779661016,31.355932203389834
base,6849,42,43,70.0,30.000000000000004
base,6849,42,44,70.8,29.200000000000003
base,6849,43,44,70.0,30.000000000000004
base,6855,42,43,68.75,31.25
base,6855,42,44,77.34375,22.65625
base,6855,43,44,67.96875,32.03125
base,6880,42,43,76.23762376237624,23.762376237623762
base,6880,42,44,77.97029702970298,22.029702970297027
base,6880,43,44,75.74257425742574,24.257425742574256
base,6895,42,43,64.24242424242425,35.75757575757576
base,6895,42,44,78.18181818181819,21.818181818181813
base,6895,43,44,65.45454545454545,34.54545454545455
base,6898,42,43,80.72289156626506,19.277108433734934
base,6898,42,44,77.71084337349397,22.289156626506024
base,6898,43,44,73.49397590361446,26.506024096385538
base,6903,42,43,75.59523809523809,24.404761904761905
base,6903,42,44,76.19047619047619,23.809523809523814
base,6903,43,44,80.35714285714286,19.64285714285714
base,6908,42,43,76.71232876712328,23.28767123287672
base,6908,42,44,71.4041095890411,28.5958904109589
base,6908,43,44,75.34246575342466,24.65753424657534
base,6951,42,43,71.28463476070529,28.71536523929471
base,6951,42,44,62.21662468513854,37.78337531486146
base,6951,43,44,62.21662468513854,37.78337531486146
base,6953,42,43,67.48971193415639,32.51028806584362
base,6953,42,44,69.95884773662551,30.04115226337448
base,6953,43,44,70.37037037037037,29.629629629629626
base,6954,42,43,71.1297071129707,28.870292887029294
base,6954,42,44,67.78242677824268,32.21757322175732
base,6954,43,44,68.6192468619247,31.380753138075313
base,6963,42,43,64.7239263803681,35.2760736196319
base,6963,42,44,63.80368098159509,36.19631901840491
base,6963,43,44,64.11042944785275,35.88957055214724
base,6975,42,43,78.35051546391753,21.649484536082475
base,6975,42,44,73.19587628865979,26.80412371134021
base,6975,43,44,74.74226804123711,25.257731958762886
base,6978,42,43,71.67999999999999,28.32
base,6978,42,44,68.32000000000001,31.679999999999996
base,6978,43,44,71.52,28.480000000000004
base,7001,42,43,63.38672768878718,36.61327231121282
base,7001,42,44,58.58123569794051,41.41876430205949
base,7001,43,44,63.84439359267735,36.15560640732265
base,7003,42,43,77.37789203084833,22.62210796915167
base,7003,42,44,77.89203084832906,22.107969151670947
base,7003,43,44,77.89203084832906,22.107969151670947
base,7027,42,43,69.921875,30.078125
base,7027,42,44,71.875,28.125
base,7027,43,44,74.21875,25.78125
base,7040,42,43,64.58333333333334,35.416666666666664
base,7040,42,44,69.27083333333334,30.729166666666664
base,7040,43,44,68.22916666666666,31.770833333333336
base,7044,42,43,74.85549132947978,25.144508670520228
base,7044,42,44,76.58959537572254,23.410404624277458
base,7044,43,44,77.74566473988439,22.25433526011561
base,7048,42,43,71.35549872122762,28.64450127877238
base,7048,42,44,68.03069053708441,31.969309462915596
base,7048,43,44,66.75191815856778,33.24808184143222
base,7050,42,43,67.44186046511628,32.55813953488372
base,7050,42,44,65.11627906976744,34.883720930232556
base,7050,43,44,63.372093023255815,36.627906976744185
base,7065,42,43,67.2787979966611,32.7212020033389
base,7065,42,44,65.4424040066778,34.557595993322195
base,7065,43,44,67.9465776293823,32.0534223706177
base,7070,42,43,75.22567703109327,24.774322968906727
base,7070,42,44,74.12236710130391,25.877632898696092
base,7070,43,44,72.8184553660983,27.1815446339017
base,7071,42,43,69.08212560386472,30.917874396135268
base,7071,42,44,66.66666666666666,33.333333333333336
base,7071,43,44,62.31884057971014,37.68115942028986
base,7095,42,43,74.25742574257426,25.742574257425744
base,7095,42,44,75.99009900990099,24.00990099009901
base,7095,43,44,74.25742574257426,25.742574257425744
base,7097,42,43,73.224043715847,26.775956284153
base,7097,42,44,66.66666666666666,33.333333333333336
base,7097,43,44,65.30054644808743,34.699453551912576
base,7122,42,43,79.56989247311827,20.430107526881724
base,7122,42,44,79.03225806451613,20.967741935483875
base,7122,43,44,76.88172043010752,23.118279569892476
base,7133,42,43,69.17293233082707,30.827067669172937
base,7133,42,44,69.3609022556391,30.6390977443609
base,7133,43,44,70.30075187969925,29.699248120300748
base,7135,42,43,56.92307692307692,43.07692307692308
base,7135,42,44,66.66666666666666,33.333333333333336
base,7135,43,44,63.07692307692307,36.92307692307693
base,7150,42,43,65.81632653061224,34.183673469387756
base,7150,42,44,47.44897959183674,52.55102040816326
base,7150,43,44,56.63265306122449,43.36734693877551
base,7152,42,43,69.85294117647058,30.147058823529417
base,7152,42,44,69.11764705882352,30.88235294117647
base,7152,43,44,65.07352941176471,34.92647058823529
base,7160,42,43,75.09881422924902,24.90118577075099
base,7160,42,44,79.84189723320159,20.158102766798415
base,7160,43,44,75.49407114624506,24.505928853754945
base,7168,42,43,75.0,25.0
base,7168,42,44,73.07692307692307,26.923076923076927
base,7168,43,44,67.3076923076923,32.692307692307686
base,7183,42,43,68.646080760095,31.353919239904993
base,7183,42,44,65.32066508313538,34.67933491686461
base,7183,43,44,72.92161520190024,27.078384798099762
base,7195,42,43,69.40581542351454,30.59418457648546
base,7195,42,44,70.16434892541086,29.83565107458913
base,7195,43,44,73.45132743362832,26.54867256637168
base,7197,42,43,69.26406926406926,30.73593073593074
base,7197,42,44,66.23376623376623,33.76623376623377
base,7197,43,44,68.83116883116884,31.16883116883117
base,7217,42,43,68.64406779661016,31.355932203389834
base,7217,42,44,72.88135593220339,27.118644067796616
base,7217,43,44,63.559322033898304,36.440677966101696
base,7231,42,43,56.79611650485437,43.20388349514563
base,7231,42,44,66.50485436893204,33.495145631067956
base,7231,43,44,66.99029126213593,33.009708737864074
base,7245,42,43,71.84466019417476,28.155339805825243
base,7245,42,44,75.24271844660194,24.75728155339806
base,7245,43,44,76.2135922330097,23.78640776699029
base,7251,42,43,74.67532467532467,25.324675324675326
base,7251,42,44,75.0,25.0
base,7251,43,44,72.07792207792207,27.922077922077925
base,7264,42,43,53.102189781021906,46.897810218978094
base,7264,42,44,67.33576642335767,32.66423357664233
base,7264,43,44,51.09489051094891,48.90510948905109
base,7266,42,43,69.04761904761905,30.952380952380953
base,7266,42,44,70.63492063492063,29.36507936507936
base,7266,43,44,72.22222222222221,27.77777777777778
base,7271,42,43,63.34310850439883,36.65689149560117
base,7271,42,44,62.75659824046921,37.24340175953079
base,7271,43,44,62.4633431085044,37.5366568914956
base,7278,42,43,51.04477611940299,48.95522388059701
base,7278,42,44,45.97014925373134,54.02985074626866
base,7278,43,44,54.62686567164179,45.37313432835821
base,7281,42,43,76.71232876712328,23.28767123287672
base,7281,42,44,76.25570776255708,23.74429223744292
base,7281,43,44,72.3744292237443,27.625570776255703
base,7285,42,43,76.63551401869158,23.364485981308412
base,7285,42,44,64.48598130841121,35.51401869158879
base,7285,43,44,72.89719626168224,27.10280373831776
base,7290,42,43,70.02967359050444,29.970326409495552
base,7290,42,44,69.13946587537092,30.86053412462908
base,7290,43,44,67.95252225519289,32.04747774480712
base,7362,42,43,69.71830985915493,30.281690140845075
base,7362,42,44,66.19718309859155,33.80281690140845
base,7362,43,44,66.90140845070422,33.098591549295776
base,7373,42,43,75.43103448275862,24.56896551724138
base,7373,42,44,72.41379310344827,27.586206896551722
base,7373,43,44,79.3103448275862,20.68965517241379
base,7420,42,43,54.04255319148936,45.95744680851064
base,7420,42,44,51.48936170212765,48.51063829787235
base,7420,43,44,65.95744680851064,34.04255319148937
base,7444,42,43,69.98050682261209,30.01949317738791
base,7444,42,44,71.34502923976608,28.654970760233923
base,7444,43,44,71.53996101364523,28.460038986354775
base,7463,42,43,71.38686131386861,28.61313868613139
base,7463,42,44,70.21897810218978,29.781021897810223
base,7463,43,44,71.38686131386861,28.61313868613139
base,7467,42,43,69.25246826516221,30.747531734837796
base,7467,42,44,64.73906911142454,35.26093088857546
base,7467,43,44,68.4062059238364,31.593794076163604
base,7468,42,43,75.31914893617021,24.680851063829788
base,7468,42,44,74.8936170212766,25.106382978723406
base,7468,43,44,71.91489361702128,28.08510638297872
base,7484,42,43,68.45637583892618,31.543624161073826
base,7484,42,44,57.04697986577181,42.95302013422819
base,7484,43,44,68.45637583892618,31.543624161073826
base,7492,42,43,73.9424703891709,26.0575296108291
base,7492,42,44,69.88155668358715,30.118443316412858
base,7492,43,44,68.35871404399323,31.64128595600677
base,7524,42,43,70.76101468624833,29.238985313751662
base,7524,42,44,67.42323097463284,32.576769025367156
base,7524,43,44,68.4913217623498,31.5086782376502
base,7533,42,43,69.23076923076923,30.76923076923077
base,7533,42,44,71.32867132867133,28.671328671328666
base,7533,43,44,74.12587412587412,25.874125874125873
base,7535,42,43,74.12790697674419,25.872093023255815
base,7535,42,44,71.51162790697676,28.48837209302325
base,7535,43,44,69.04069767441861,30.959302325581394
base,7537,42,43,76.75675675675676,23.24324324324324
base,7537,42,44,77.83783783783784,22.162162162162158
base,7537,43,44,70.27027027027027,29.729729729729726
base,7601,42,43,58.951965065502186,41.048034934497814
base,7601,42,44,79.03930131004367,20.960698689956338
base,7601,43,44,58.951965065502186,41.048034934497814
base,7604,42,43,72.72727272727273,27.27272727272727
base,7604,42,44,68.61063464837049,31.389365351629507
base,7604,43,44,72.5557461406518,27.4442538593482
base,7617,42,43,77.13004484304933,22.869955156950674
base,7617,42,44,74.88789237668162,25.11210762331838
base,7617,43,44,74.2152466367713,25.784753363228695
base,7636,42,43,72.11538461538461,27.884615384615387
base,7636,42,44,42.30769230769231,57.692307692307686
base,7636,43,44,44.230769230769226,55.769230769230774
base,7642,42,43,76.36986301369863,23.630136986301366
base,7642,42,44,75.0,25.0
base,7642,43,44,80.47945205479452,19.52054794520548
base,7663,42,43,72.84263959390863,27.157360406091367
base,7663,42,44,74.61928934010153,25.380710659898476
base,7663,43,44,72.84263959390863,27.157360406091367
base,7675,42,43,75.36231884057972,24.63768115942029
base,7675,42,44,75.84541062801932,24.154589371980673
base,7675,43,44,71.25603864734299,28.74396135265701
base,7697,42,43,54.54545454545454,45.45454545454546
base,7697,42,44,61.212121212121204,38.787878787878796
base,7697,43,44,56.36363636363636,43.63636363636364
base,7699,42,43,63.85542168674698,36.14457831325302
base,7699,42,44,72.59036144578313,27.409638554216865
base,7699,43,44,62.951807228915655,37.048192771084345
base,7703,42,43,64.53900709219859,35.46099290780141
base,7703,42,44,66.66666666666666,33.333333333333336
base,7703,43,44,69.50354609929079,30.49645390070922
base,7718,42,43,75.68627450980392,24.31372549019608
base,7718,42,44,78.03921568627452,21.96078431372549
base,7718,43,44,79.6078431372549,20.392156862745104
base,7744,42,43,75.07598784194529,24.92401215805471
base,7744,42,44,73.25227963525836,26.747720364741646
base,7744,43,44,74.46808510638297,25.531914893617024
base,7756,42,43,77.12418300653596,22.87581699346405
base,7756,42,44,79.08496732026144,20.915032679738566
base,7756,43,44,72.54901960784314,27.450980392156865
base,7762,42,43,48.616600790513836,51.38339920948616
base,7762,42,44,52.96442687747036,47.03557312252964
base,7762,43,44,47.43083003952569,52.56916996047431
base,7764,42,43,52.707581227436826,47.292418772563174
base,7764,42,44,46.931407942238266,53.068592057761734
base,7764,43,44,39.71119133574007,60.28880866425993
base,7770,42,43,77.80172413793103,22.19827586206896
base,7770,42,44,77.37068965517241,22.62931034482759
base,7770,43,44,78.01724137931035,21.98275862068966
base,7778,42,43,67.23809523809524,32.76190476190476
base,7778,42,44,63.23809523809524,36.76190476190476
base,7778,43,44,64.57142857142857,35.42857142857143
base,7809,42,43,69.54022988505747,30.45977011494253
base,7809,42,44,66.37931034482759,33.620689655172406
base,7809,43,44,70.97701149425288,29.022988505747126
base,7820,42,43,50.31289111389236,49.68710888610764
base,7820,42,44,47.43429286608261,52.56570713391739
base,7820,43,44,62.3279098873592,37.6720901126408
base,7826,42,43,54.47154471544715,45.52845528455285
base,7826,42,44,54.47154471544715,45.52845528455285
base,7826,43,44,61.24661246612466,38.75338753387534
base,7836,42,43,79.77941176470588,20.220588235294112
base,7836,42,44,76.10294117647058,23.897058823529417
base,7836,43,44,77.20588235294117,22.79411764705882
base,7869,42,43,56.209150326797385,43.790849673202615
base,7869,42,44,60.78431372549019,39.21568627450981
