label,base_mean,marslike_mean,mars_minus_base_mean,score_increased_pct,backbone_mean_increased_pct,wilcoxon_backbone_p,BH_q
cold,0.2645277140433328,0.35307719613874367,0.08854948209541084,68.1704260651629,72.4310776942356,4.436314015610554e-38,2.6617884093663324e-37
desiccation,0.8832583957248263,0.8829069480163013,-0.00035144770852505613,54.97076023391813,56.89223057644111,0.027391685305150657,0.027391685305150657
oxidative,0.3845644323847746,0.465055529435874,0.08049109705109943,63.074352548036764,65.6641604010025,2.555586862704504e-29,7.666760588113513e-29
perchlorate,0.9868719854649645,0.991436925647452,0.004564940182487469,54.17710944026734,62.907268170426065,1.8889736090312282e-22,2.8334604135468423e-22
radiation,0.7184576609778026,0.6900394395080923,-0.028418221469710247,48.41269841269841,47.99498746867168,0.00011083250672442723,0.00013299900806931268
salt,0.5216674836556316,0.6295880175871758,0.10792053393154415,62.907268170426065,66.54135338345864,2.3341482261158076e-24,4.668296452231615e-24
